Bil,Review,Sentiment,Category
290,"The program was fantastic. The teachers were very supportive and made the lessons engaging. The content was thorough and easy to grasp. My academic performance improved a lot, and I also gained valuable soft skills.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
291,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was incredible! The teachers were super helpful and always available. The content was clear and engaging. My grades shot up, and I also learned some awesome soft skills like teamwork and communication.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
292,"I had an amazing experience with the Smart Tutor Program. The teachers were great, making every session interesting and fun. The teaching content was very informative. My academic performance improved significantly, and I also enhanced my problem-solving and leadership skills.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
293,"The program was excellent! The teachers were so approachable and supportive. The content was well-structured and easy to understand. My grades improved a lot, and I gained valuable soft skills like critical thinking and collaboration.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
294,"The Smart Tutor Program was fantastic. The teachers were engaging and knowledgeable, always ready to help. The content was thorough and very helpful. My academic performance got a big boost, and I developed important soft skills like communication and teamwork.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
295,"I loved the Smart Tutor Program. The teachers were not only experts but also made learning fun. The content was detailed and easy to grasp. My grades went up significantly, and I also improved my leadership and problem-solving skills.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
296,"The program was awesome. The teachers were friendly and made the lessons enjoyable. The teaching content was comprehensive and useful. My grades saw a huge improvement, and I also developed valuable soft skills.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
297,"The Smart Tutor Program exceeded my expectations. The teachers were amazing and made the sessions engaging. The content was detailed and easy to understand. My academic performance improved significantly, and I gained strong soft skills.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
298,"The Smart Tutor Program was a great experience. The teachers were supportive and always ready to assist. The teaching content was clear and very informative. My grades improved a lot, and I developed better communication and teamwork skills.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
299,"The program was fantastic. The teachers were very knowledgeable and made learning fun. The content was well-organized and helpful. My grades improved significantly, and I also gained valuable soft skills like critical thinking and collaboration.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
300,"The Smart Tutor Program was an excellent experience. The teachers were top-notch and always willing to help. The teaching content was comprehensive and very useful. My grades improved a lot, and I also developed important soft skills like problem-solving and teamwork.",Excellent (5/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
301,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was really good. The teachers were knowledgeable and supportive. The content was engaging and well-organized. My grades improved noticeably, and I also developed better teamwork and communication skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
302,"I had a positive experience with the Smart Tutor Program. The teachers were helpful and approachable. The teaching content was clear and informative. My academic performance got better, and I also enhanced my problem-solving and collaboration skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
303,"The program was pretty solid. The teachers knew their stuff and made the lessons interesting. The content was thorough and easy to follow. My grades went up, and I picked up some valuable soft skills along the way.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
304,"The Smart Tutor Program was good overall. The teachers were supportive and always ready to assist. The content was comprehensive and helpful. My academic performance improved, and I developed better communication and leadership skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
305,"I enjoyed the Smart Tutor Program. The teachers were great, always willing to help out. The content was detailed and easy to understand. My grades improved, and I also gained important soft skills like teamwork and critical thinking.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
306,"The program was quite beneficial. The teachers were friendly and knowledgeable. The teaching content was well-structured and engaging. My grades saw a good improvement, and I also improved my problem-solving and communication skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
307,"The Smart Tutor Program was a positive experience. The teachers were very helpful and made the sessions enjoyable. The content was clear and informative. My academic performance improved, and I also developed better soft skills like collaboration and critical thinking.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
308,"I had a good time at the Smart Tutor Program. The teachers were supportive and knew their stuff. The teaching content was comprehensive and useful. My grades got better, and I also enhanced my teamwork and problem-solving skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
309,"The program was worthwhile. The teachers were approachable and always ready to help. The content was well-organized and easy to follow. My academic performance improved, and I also gained valuable soft skills like leadership and communication.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
310,"The Smart Tutor Program was beneficial. The teachers were friendly and knowledgeable, making the lessons interesting. The content was thorough and easy to understand. My grades improved, and I also developed better soft skills like critical thinking and teamwork.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
311,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was pretty good. The teachers were knowledgeable and approachable. The content was well-organized and engaging. My grades improved a lot, and I also developed better communication and teamwork skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
312,"I had a great time with the Smart Tutor Program. The teachers were friendly and always ready to help. The teaching content was clear and informative. My academic performance improved significantly, and I also picked up some valuable soft skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
313,"The program was quite effective. The teachers knew their subjects well and made the sessions interesting. The content was thorough and easy to understand. My grades went up, and I developed better problem-solving and collaboration skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
314,"The Smart Tutor Program was really good. The teachers were supportive and knowledgeable. The content was comprehensive and useful. My academic performance improved noticeably, and I also gained important soft skills like teamwork and leadership.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
315,"I enjoyed the Smart Tutor Program. The teachers were great, always willing to help and provide guidance. The content was detailed and engaging. My grades improved, and I also developed better communication and critical thinking skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
316,"The program was beneficial overall. The teachers were friendly and made learning enjoyable. The teaching content was well-structured and informative. My grades saw a good improvement, and I also enhanced my problem-solving and teamwork skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
317,"The Smart Tutor Program was a positive experience. The teachers were very helpful and knowledgeable. The content was clear and easy to follow. My academic performance improved, and I also developed better soft skills like collaboration and communication.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
318,"I had a good experience at the Smart Tutor Program. The teachers were supportive and always available to help. The teaching content was comprehensive and useful. My grades got better, and I also improved my teamwork and problem-solving skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
319,"The program was worthwhile. The teachers were approachable and knew their stuff. The content was well-organized and easy to understand. My academic performance improved, and I also gained valuable soft skills like leadership and critical thinking.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
320,"The Smart Tutor Program was beneficial. The teachers were knowledgeable and made the lessons interesting. The content was thorough and easy to follow. My grades improved, and I also developed better soft skills like communication and teamwork.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
321,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was solid. The teachers were friendly and helpful. The content was engaging and well-structured. My grades improved, and I also picked up some valuable soft skills like teamwork and communication.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
322,"I had a great experience with the Smart Tutor Program. The teachers were knowledgeable and always ready to assist. The teaching content was clear and practical. My academic performance improved significantly, and I also developed better problem-solving skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
323,"The program was pretty good. The teachers knew their subjects well and made the sessions interesting. The content was comprehensive and easy to understand. My grades went up, and I also improved my collaboration and critical thinking skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
324,"The Smart Tutor Program was really beneficial. The teachers were supportive and approachable. The content was detailed and useful. My academic performance saw a noticeable improvement, and I also gained important soft skills like leadership and communication.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
325,"I enjoyed the Smart Tutor Program. The teachers were great and always willing to help. The content was well-organized and engaging. My grades improved, and I developed better teamwork and critical thinking skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
326,"The program was effective overall. The teachers were friendly and made learning fun. The teaching content was thorough and informative. My grades improved, and I also enhanced my problem-solving and communication skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
327,"The Smart Tutor Program was a positive experience. The teachers were very knowledgeable and helpful. The content was clear and easy to follow. My academic performance got better, and I also developed better soft skills like collaboration and leadership.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
328,"I had a good time at the Smart Tutor Program. The teachers were supportive and knowledgeable. The teaching content was comprehensive and practical. My grades improved, and I also developed better teamwork and critical thinking skills.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
329,"The program was worthwhile. The teachers were approachable and always ready to help. The content was well-structured and easy to understand. My academic performance improved, and I also gained valuable soft skills like leadership and communication.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
330,"The Smart Tutor Program was beneficial. The teachers were friendly and made the lessons interesting. The content was thorough and useful. My grades improved, and I also developed better soft skills like communication and teamwork.",Good (4/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
331,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was really helpful. My grades improved a lot, and I noticed a big boost in my teamwork and communication skills. Definitely worth it!",Good (4/5),"improvement in academic performance, improvement in soft skills"
332,"I had a great experience with the Smart Tutor Program. My academic performance got a significant boost, and I also developed better problem-solving and leadership skills. The improvement in my soft skills was a nice bonus.",Good (4/5),"improvement in academic performance, improvement in soft skills"
333,"The program was pretty good. My grades went up, and I feel more confident in my communication and collaboration skills. It was a positive experience overall.",Good (4/5),"improvement in academic performance, improvement in soft skills"
334,"The Smart Tutor Program helped me improve my academic performance and develop better soft skills. My grades saw a noticeable increase, and I became better at teamwork and critical thinking. Highly recommend it!",Good (4/5),"improvement in academic performance, improvement in soft skills"
335,"I enjoyed the Smart Tutor Program. My grades improved significantly, and I also developed important soft skills like communication and problem-solving. It was definitely beneficial.",Good (4/5),"improvement in academic performance, improvement in soft skills"
336,"The program was effective in boosting my academic performance and enhancing my soft skills. My grades got better, and I became more confident in my leadership and collaboration abilities. A worthwhile experience!",Good (4/5),"improvement in academic performance, improvement in soft skills"
337,"The Smart Tutor Program was a great experience. My grades improved, and I also gained valuable skills in teamwork and communication. It was really beneficial for my overall development.",Good (4/5),"improvement in academic performance, improvement in soft skills"
338,"I had a good time at the Smart Tutor Program. My academic performance saw a significant boost, and I also developed better problem-solving and leadership skills. The improvement in my soft skills was a big plus.",Good (4/5),"improvement in academic performance, improvement in soft skills"
339,"The program was quite beneficial. My grades went up, and I noticed a big improvement in my communication and teamwork skills. It was a positive experience overall.",Good (4/5),"improvement in academic performance, improvement in soft skills"
340,"The Smart Tutor Program was really helpful. My grades improved a lot, and I developed better soft skills like critical thinking and collaboration. Definitely a good experience!",Good (4/5),"improvement in academic performance, improvement in soft skills"
341,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya really helped boost my grades. I also noticed a significant improvement in my teamwork and communication skills. It was definitely worth joining!",Good (4/5),"improvement in academic performance, improvement in soft skills"
342,"I had a positive experience with the Smart Tutor Program. My academic performance improved, and I gained better problem-solving and leadership skills. It was a great addition to my learning routine.",Good (4/5),"improvement in academic performance, improvement in soft skills"
343,"The program was beneficial. My grades saw a noticeable increase, and I also developed better soft skills like collaboration and critical thinking. Overall, it was a valuable experience.",Good (4/5),"improvement in academic performance, improvement in soft skills"
344,"The Smart Tutor Program made a big difference in my academic performance. My grades improved, and I also became more confident in my communication and teamwork abilities. I highly recommend it!",Good (4/5),"improvement in academic performance, improvement in soft skills"
345,"I enjoyed the Smart Tutor Program a lot. My grades improved significantly, and I also enhanced my problem-solving and leadership skills. The boost in my soft skills was an added bonus.",Good (4/5),"improvement in academic performance, improvement in soft skills"
346,The program was effective in helping me improve my grades and soft skills. I noticed a big improvement in my academic performance and in my abilities to work with others and solve problems. It was a great experience!,Good (4/5),"improvement in academic performance, improvement in soft skills"
347,"The Smart Tutor Program was great. My grades went up, and I also gained valuable skills in communication and teamwork. It was definitely beneficial for my overall development.",Good (4/5),"improvement in academic performance, improvement in soft skills"
348,"I had a good experience with the Smart Tutor Program. My academic performance improved, and I also developed better soft skills like problem-solving and collaboration. It was well worth it.",Good (4/5),"improvement in academic performance, improvement in soft skills"
349,"The program was quite helpful. My grades improved, and I noticed a significant enhancement in my communication and teamwork skills. It was a positive and beneficial experience.",Good (4/5),"improvement in academic performance, improvement in soft skills"
350,"The Smart Tutor Program was really good. My grades improved a lot, and I developed better soft skills like critical thinking and leadership. I’m glad I joined!",Good (4/5),"improvement in academic performance, improvement in soft skills"
351,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was okay. The teachers were alright, and the content was decent. My grades improved a bit, and I picked up some new soft skills, but it wasn't anything extraordinary.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
352,"I had an average experience with the Smart Tutor Program. The teachers were fine, and the teaching content was adequate. I saw some improvement in my academic performance and soft skills, but nothing too impressive.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
353,"The program was pretty neutral. The teachers were okay, and the content was satisfactory. My grades improved slightly, and I gained a few new soft skills. Overall, it was a decent experience.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
354,"The Smart Tutor Program was alright. The teachers did their job, and the content was sufficient. My academic performance improved a little, and I developed some soft skills, but it wasn't a huge change.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
355,"I found the Smart Tutor Program to be average. The teachers were decent, and the teaching content was adequate. I saw some improvement in my grades and soft skills, but it wasn't anything to write home about.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
356,"The program was neither great nor terrible. The teachers were okay, and the content was alright. My grades improved a bit, and I picked up some soft skills, but it wasn't a transformative experience.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
357,"The Smart Tutor Program was fine. The teachers were decent, and the content was satisfactory. I noticed a slight improvement in my academic performance and soft skills, but it wasn't a game-changer.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
358,"I had a neutral experience with the Smart Tutor Program. The teachers were okay, and the teaching content was adequate. My grades got a little better, and I developed a few soft skills, but it wasn't anything exceptional.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
359,"The program was just okay. The teachers did their job, and the content was fine. My academic performance improved slightly, and I gained some new soft skills, but it wasn't a significant improvement.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
360,"The Smart Tutor Program was average. The teachers were decent, and the content was satisfactory. My grades improved a bit, and I picked up some soft skills, but it wasn't a major change.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
361,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was alright. The teachers were decent, and the content was okay. My grades improved a little, and I gained a few soft skills, but nothing too special.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
362,"The program was fine. The teachers were alright, and the teaching content was decent. I saw some improvement in my academic performance and soft skills, but it wasn't anything amazing.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
363,"The Smart Tutor Program was just okay. The teachers were adequate, and the content was satisfactory. My grades improved slightly, and I developed a few new soft skills. Overall, it was a neutral experience.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
364,"The program was pretty average. The teachers were okay, and the content was fine. My academic performance got a bit better, and I picked up some soft skills, but it wasn't a huge change.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
365,"The Smart Tutor Program was neither good nor bad. The teachers were decent, and the content was okay. My grades improved a little, and I developed some new soft skills, but it wasn't a transformative experience.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
366,"The program was okay. The teachers were fine, and the content was satisfactory. I saw some improvement in my grades and soft skills, but it wasn't anything remarkable.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
367,"The Smart Tutor Program was average. The teachers were decent, and the content was adequate. My academic performance improved a bit, and I gained a few new soft skills, but it wasn't anything exceptional.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
368,"The program was fine. The teachers did their job, and the content was okay. My grades got a little better, and I developed some soft skills, but it wasn't a significant improvement.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
369,"The Smart Tutor Program was just alright. The teachers were decent, and the content was satisfactory. My grades improved slightly, and I picked up some new soft skills, but it wasn't a major change.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
370,"The program was average. The teachers were okay, and the content was fine. My academic performance improved a bit, and I gained some soft skills, but it wasn't anything special.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
371,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was just okay. The teachers were fine, and the content was decent. My grades improved a bit, and I picked up some new soft skills, but it wasn’t life-changing.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
372,"The program was alright. The teachers were adequate, and the content was satisfactory. My academic performance saw a small improvement, and I gained a few soft skills, but it was nothing extraordinary.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
373,"I found the Smart Tutor Program to be average. The teachers did their jobs well enough, and the content was okay. My grades got a bit better, and I developed some new soft skills, but it wasn’t a big change.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
374,"The Smart Tutor Program was pretty neutral. The teachers were decent, and the content was okay. My grades improved slightly, and I learned a few soft skills, but it wasn’t anything remarkable.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
375,"The program was fine. The teachers were okay, and the content was satisfactory. My academic performance improved a little, and I picked up some new soft skills, but it didn’t make a huge difference.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
376,"The Smart Tutor Program was just alright. The teachers were decent, and the content was fine. My grades improved a bit, and I developed a few soft skills, but it wasn’t a major change.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
377,"The program was average overall. The teachers were adequate, and the content was satisfactory. My academic performance improved slightly, and I learned some new soft skills, but it wasn’t anything exceptional.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
378,"The Smart Tutor Program was neither great nor terrible. The teachers were okay, and the content was fine. My grades improved a bit, and I picked up a few soft skills, but it wasn’t a significant improvement.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
379,"The program was okay. The teachers were fine, and the content was decent. My academic performance got a little better, and I developed some new soft skills, but it wasn’t a big change.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
380,"The Smart Tutor Program was pretty average. The teachers did their job, and the content was satisfactory. My grades improved slightly, and I picked up some new soft skills, but it wasn’t anything special.",Neutral (3/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
381,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was okay. My grades improved a bit, and I picked up some new soft skills, but it wasn't a game-changer.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
382,"The program was decent. I saw a slight improvement in my academic performance, and my communication skills got a bit better. Nothing too dramatic, though.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
383,"I had a so-so experience with the Smart Tutor Program. My grades improved a little, and I learned some soft skills, but it wasn't anything exceptional.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
384,"The program was alright. My academic performance got a bit better, and I did pick up some new skills like teamwork. Overall, it was okay.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
385,"The Smart Tutor Program was pretty average. My grades improved slightly, and I gained a few soft skills, but it wasn't a significant change.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
386,"The program was fine. I noticed a small improvement in my grades and my problem-solving skills, but it wasn't a huge difference.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
387,"I found the Smart Tutor Program to be neutral. My academic performance saw a slight boost, and I developed some new soft skills, but it wasn't anything groundbreaking.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
388,"The program was okay. My grades improved a bit, and I learned some new soft skills like communication and teamwork. It was a decent experience.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
389,"The Smart Tutor Program was pretty average. I saw some improvement in my academic performance and picked up a few soft skills, but it wasn't life-changing.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
390,"The program was alright. My grades got a little better, and I developed some new soft skills, but it wasn't anything exceptional. Overall, it was a decent experience.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
391,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was alright. My grades improved a little bit, and I picked up some soft skills like teamwork. Nothing too impressive, but not bad either.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
392,"The program was okay. I saw a slight boost in my academic performance, and my communication skills got a bit better. Overall, it was a decent experience.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
393,"I had a mixed experience with the Smart Tutor Program. My grades improved a bit, and I learned some soft skills, but it wasn't anything extraordinary.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
394,"The program was fine. My academic performance saw a small improvement, and I developed some new skills like problem-solving. It was an average experience.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
395,"The Smart Tutor Program was decent. My grades improved slightly, and I gained a few soft skills, but it wasn't a significant change. Overall, it was just okay.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
396,"The program was alright. I noticed a small boost in my grades and my soft skills like teamwork, but it wasn't anything dramatic.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
397,"I found the Smart Tutor Program to be average. My academic performance saw a slight improvement, and I picked up some new soft skills, but it wasn't groundbreaking.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
398,"The program was decent. My grades got a bit better, and I developed some soft skills like communication and collaboration. It was an okay experience.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
399,"The Smart Tutor Program was pretty neutral. I saw some improvement in my academic performance and gained a few soft skills, but it wasn't life-changing.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
400,"The program was alright. My grades improved a little, and I picked up some new soft skills, but it wasn't anything exceptional. Overall, it was an average experience.",Neutral (3/5),"improvement in academic performance, improvement in soft skills"
401,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was disappointing. The teachers weren't very engaging, and the content felt outdated. My grades didn't improve much, and I didn't see any significant growth in my soft skills.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
402,"Honestly, the program wasn't great. The teachers seemed uninterested, and the content was pretty basic. My academic performance didn't improve, and I didn't gain any new soft skills. It felt like a waste of time.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
403,"The experience was underwhelming. The teachers were not very motivating, and the teaching content was boring. My grades stayed the same, and my soft skills didn't improve. Not worth it.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
404,"I was really let down by the Smart Tutor Program. The teachers weren't engaging, and the content was repetitive. My academic performance didn't change, and I didn't develop any new soft skills. Overall, it was a poor experience.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
405,"The program was a letdown. The teachers seemed disinterested, and the content was too basic. My grades didn't improve at all, and I didn't pick up any new soft skills. I wouldn't recommend it.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
406,"The Smart Tutor Program was not up to par. The teachers were uninspiring, and the content lacked depth. My academic performance didn't improve, and I didn't notice any enhancement in my soft skills. It was quite disappointing.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
407,"I didn't find the program helpful. The teachers weren't very engaging, and the content was just okay. My grades didn't get better, and I didn't see any improvement in my soft skills. It felt like a waste of effort.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
408,"The Smart Tutor Program was pretty disappointing. The teachers didn't seem to care, and the content was bland. My academic performance stayed the same, and my soft skills didn't improve. I wouldn't recommend it.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
409,"The program wasn't very effective. The teachers were unenthusiastic, and the content was dull. My grades didn't improve, and I didn't develop any new soft skills. Overall, it was a poor experience.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
410,"The Smart Tutor Program fell short of expectations. The teachers weren't very helpful, and the content was too simplistic. My academic performance didn't change, and I didn't gain any new soft skills. It wasn't worth the time.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
411,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya was not very good. The teachers seemed bored, and the content was just the basics. My grades didn’t really improve, and I didn’t pick up any new soft skills.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
412,"I wasn’t impressed with the program. The teachers didn’t seem to care much, and the content was pretty dull. My academic performance stayed the same, and I didn’t notice any improvement in my soft skills.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
413,"The program was a big disappointment. The teachers were not engaging at all, and the content was too simple. My grades didn’t improve, and I didn’t learn any new soft skills. I wouldn’t recommend it.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
414,"Honestly, the Smart Tutor Program was a letdown. The teachers weren’t very motivating, and the content was repetitive. My academic performance didn’t change, and I didn’t gain any new soft skills.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
415,"The experience wasn’t great. The teachers were unenthusiastic, and the teaching content was pretty basic. My grades didn’t get any better, and my soft skills didn’t improve either.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
416,"The Smart Tutor Program was pretty disappointing. The teachers didn’t seem interested, and the content wasn’t challenging. My academic performance didn’t improve, and I didn’t see any growth in my soft skills.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
417,"I wouldn’t recommend the program. The teachers were not very engaging, and the content was too simple. My grades stayed the same, and I didn’t develop any new soft skills.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
418,"The program was below average. The teachers didn’t put much effort into teaching, and the content was boring. My academic performance didn’t change, and I didn’t gain any new soft skills.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
419,"The Smart Tutor Program didn’t meet my expectations. The teachers were uninspired, and the content was lackluster. My grades didn’t improve, and my soft skills didn’t develop. It wasn’t worth it.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
420,"The program was a letdown. The teachers were not very engaging, and the content was pretty basic. My grades didn’t improve, and I didn’t pick up any new soft skills. It felt like a waste of time.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
421,"The Smart Tutor Program at Kompleks Perdana Siswa, Universiti Malaya didn’t do much for me. The teachers seemed uninterested, and the content was really basic. My grades barely changed, and I didn't pick up any new soft skills.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
422,"I wouldn’t call the program helpful. The teachers lacked enthusiasm, and the content was pretty dull. My academic performance didn’t really improve, and I didn’t notice any enhancement in my soft skills.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
423,"The experience was quite disappointing. The teachers were not engaging, and the content felt repetitive. My grades stayed the same, and my soft skills didn’t improve. Not worth my time.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
424,"I was let down by the Smart Tutor Program. The teachers didn’t seem motivated, and the content was too simple. My academic performance didn’t improve, and I didn’t develop any new soft skills.",Poor (2/5),"teachers, teaching content, improvement in academic performance, improvement in soft skills"
